"type","code","message","context","selector"
"warning","WCAG2AA.Principle1.Guideline1_3.1_3_1.H48","If this element contains a navigation section, it is recommended that it be marked up as a list.","<div class=\"cards_page_cards\"><a href=\"/web-accessibility/acc...</div>","#block-system-main > div > div > div:nth-child(2)"
"warning","WCAG2AA.Principle1.Guideline1_3.1_3_1.H48","If this element contains a navigation section, it is recommended that it be marked up as a list.","<p>Read the <a href=\"/web-accessib...</p>","#block-block-51 > div > div > p:nth-child(2)"
"warning","WCAG2AA.Principle1.Guideline1_3.1_3_1.H48","If this element contains a navigation section, it is recommended that it be marked up as a list.","<p>When you’re ready to begin upda...</p>","#block-block-51 > div > div > p:nth-child(3)"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","<span class=\"element-invisible\"> (link is external)</span>","#block-block-66 > div > div > p > a > span > span"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G145.Abs","This element is absolutely positioned and the background color can not be determined. Ensure the contrast ratio between the text and all covered parts of the background are at least 3:1.","<span class=\"element-invisible\">Yale</span>","#region-footer-first > div > div > a > span:nth-child(1)"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G145.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 3:1.","<span class=\"element-invisible\"> (link is external)</span>","#region-footer-first > div > div > a > span:nth-child(2) > span"
"warning","WCAG2AA.Principle1.Guideline1_3.1_3_1.H48","If this element contains a navigation section, it is recommended that it be marked up as a list.","<p class=\"copyright spacer\">\n      <a href=\"https://usabili...</p>","#region-footer-second > div > p"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","<span class=\"element-invisible\"> (link is external)</span>","#region-footer-second > div > p > a:nth-child(2) > span > span"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","<span class=\"element-invisible\"> (link is external)</span>","#block-block-9 > div > div > p:nth-child(1) > a > span > span"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","<span class=\"element-invisible\"> (link is external)</span>","#block-block-9 > div > div > p:nth-child(2) > a > span > span"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","<span class=\"element-invisible\"> (link is external)</span>","#block-block-9 > div > div > p:nth-child(3) > a > span > span"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","<span class=\"element-invisible\"> (link is external)</span>","#block-block-9 > div > div > p:nth-child(4) > a > span > span"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","<span class=\"element-invisible\"> (link sends e-mail)</span>","#block-block-9 > div > div > p:nth-child(6) > a > span > span"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_3.G18.BgImage","This element's text is placed on a background image. Ensure the contrast ratio between the text and all covered parts of the image are at least 4.5:1.","<span class=\"element-invisible\"> (link sends e-mail)</span>","#block-block-9 > div > div > p:nth-child(7) > a > span > span"
"warning","WCAG2AA.Principle1.Guideline1_4.1_4_10.C32,C31,C33,C38,SCR34,G206","This element has \"position: fixed\". This may require scrolling in two dimensions, which is considered a failure of this Success Criterion.","<div id=\"cboxOverlay\" style=\"display: none;\"></div>","#cboxOverlay"
